,Name,Date,Market_Cap,Market_Cap_Change,Rank,Rank_Change
40641,0x,2017-08-16,67034800,,47.0,
40581,0x,2017-08-17,133813000,99.61721374569626,41.0,6.0
40580,0x,2017-08-18,123335000,-7.8303303864348015,44.0,-3.0
40579,0x,2017-08-19,176747000,43.306441804840475,36.0,8.0
40578,0x,2017-08-20,282777000,59.98970279552128,22.0,14.0
40577,0x,2017-08-21,253364000,-10.401482440226753,24.0,-2.0
40576,0x,2017-08-22,175773000,-30.624319161364678,35.0,-11.0
40575,0x,2017-08-23,182005000,3.5454819568420635,34.0,1.0
40574,0x,2017-08-24,191353000,5.136122633993572,35.0,-1.0
40573,0x,2017-08-25,193716000,1.234890490350295,35.0,0.0
40572,0x,2017-08-26,181011000,-6.558570278139131,38.0,-3.0
40571,0x,2017-08-27,177403000,-1.9932490290645322,37.0,1.0
40570,0x,2017-08-28,176230000,-0.6612064057541304,38.0,-1.0
40569,0x,2017-08-29,170550000,-3.2230607728536573,39.0,-1.0
40568,0x,2017-08-30,180553000,5.865142187041923,39.0,0.0
40496,0x,2017-08-31,165485000,-8.345471966680144,40.0,-1.0
40495,0x,2017-09-01,186388000,12.631356316282444,38.0,2.0
40494,0x,2017-09-02,192270000,3.1557825611090844,39.0,-1.0
40493,0x,2017-09-03,153759000,-20.029645810578874,42.0,-3.0
40492,0x,2017-09-04,142959000,-7.023979084151172,42.0,0.0
40491,0x,2017-09-05,118242000,-17.2895725347827,41.0,1.0
40490,0x,2017-09-06,118267000,0.02114307944723533,42.0,-1.0
40489,0x,2017-09-07,128225000,8.419931172685533,43.0,-1.0
40488,0x,2017-09-08,154852000,20.765841294599337,42.0,1.0
40487,0x,2017-09-09,129211000,-16.5583912380854,42.0,0.0
40409,0x,2017-09-10,129062000,-0.11531525953672676,41.0,1.0
40408,0x,2017-09-11,123419000,-4.372317180889805,42.0,-1.0
40407,0x,2017-09-12,137703000,11.573582673656405,40.0,2.0
40406,0x,2017-09-13,128516000,-6.6716048306863325,41.0,-1.0
40405,0x,2017-09-14,111704000,-13.081639640200443,42.0,-1.0
40404,0x,2017-09-15,88223500,-21.0202857552102,43.0,-1.0
40403,0x,2017-09-16,104408000,18.34488543301955,40.0,3.0
40402,0x,2017-09-17,104930000,0.49996168875948205,40.0,0.0
40401,0x,2017-09-18,104110000,-0.7814733631945107,41.0,-1.0
40400,0x,2017-09-19,115531000,10.970127749495726,41.0,0.0
40399,0x,2017-09-20,101722000,-11.952636089015071,41.0,0.0
40333,0x,2017-09-21,100145000,-1.550303769096164,41.0,0.0
40332,0x,2017-09-22,88481000,-11.647111688052323,43.0,-2.0
40331,0x,2017-09-23,91321400,3.210180716764051,42.0,1.0
40330,0x,2017-09-24,93919100,2.8445687429233457,46.0,-4.0
40329,0x,2017-09-25,88667900,-5.591194975249976,45.0,1.0
40328,0x,2017-09-26,97542400,10.0086953677712,45.0,0.0
40327,0x,2017-09-27,97873800,0.33974968834066005,45.0,0.0
40326,0x,2017-09-28,115724000,18.237975842360264,43.0,2.0
40325,0x,2017-09-29,108315000,-6.402302028965469,45.0,-2.0
40264,0x,2017-09-30,105401000,-2.6903014356275676,47.0,-2.0
40263,0x,2017-10-01,109004000,3.418373639718788,46.0,1.0
40262,0x,2017-10-02,106877000,-1.951304539282962,48.0,-2.0
40261,0x,2017-10-03,101287000,-5.2303114795512595,51.0,-3.0
40260,0x,2017-10-04,97657200,-3.583678063325007,51.0,0.0
40259,0x,2017-10-05,92243800,-5.543267675092057,51.0,0.0
40258,0x,2017-10-06,89594300,-2.87227976297594,52.0,-1.0
40257,0x,2017-10-07,100013000,11.628753168449332,49.0,3.0
40256,0x,2017-10-08,94232800,-5.779448671672682,50.0,-1.0
40255,0x,2017-10-09,92861400,-1.4553319014186143,49.0,1.0
40254,0x,2017-10-10,92534200,-0.3523530767358666,48.0,1.0
40166,0x,2017-10-11,99029900,7.019782955923323,48.0,0.0
40165,0x,2017-10-12,101309000,2.3014261349350043,48.0,0.0
40164,0x,2017-10-13,93299900,-7.905615493194089,49.0,-1.0
40163,0x,2017-10-14,99764800,6.929160695777808,48.0,1.0
40162,0x,2017-10-15,98737600,-1.0296216701682357,48.0,0.0
40161,0x,2017-10-16,98959600,0.2248383594496929,50.0,-2.0
40160,0x,2017-10-17,100539000,1.5960048342960158,49.0,1.0
40159,0x,2017-10-18,109911000,9.321755736579835,48.0,1.0
40158,0x,2017-10-19,109890000,-0.019106367879466114,48.0,0.0
40157,0x,2017-10-20,112901000,2.74001274001274,48.0,0.0
40156,0x,2017-10-21,105567000,-6.495956634573654,48.0,0.0
40058,0x,2017-10-22,101893000,-3.480254246118579,48.0,0.0
40057,0x,2017-10-23,102227000,0.32779484361045413,48.0,0.0
40056,0x,2017-10-24,95587000,-6.495348586968218,48.0,0.0
40055,0x,2017-10-25,101314000,5.99140050425267,48.0,0.0
40054,0x,2017-10-26,99182500,-2.103855340821604,48.0,0.0
40053,0x,2017-10-27,98347300,-0.8420840370024953,49.0,-1.0
40052,0x,2017-10-28,96046500,-2.339464326931192,49.0,0.0
40051,0x,2017-10-29,96770900,0.7542180089852312,49.0,0.0
40050,0x,2017-10-30,96689300,-0.08432286978833513,49.0,0.0
39987,0x,2017-10-31,94035000,-2.7451848343094842,49.0,0.0
39986,0x,2017-11-01,86723200,-7.775615462327856,50.0,-1.0
39985,0x,2017-11-02,84894600,-2.1085476550680786,50.0,0.0
39984,0x,2017-11-03,85362400,0.5510362260968307,50.0,0.0
39983,0x,2017-11-04,89625600,4.994236338247285,50.0,0.0
39982,0x,2017-11-05,91332300,1.9042550342759212,52.0,-2.0
39914,0x,2017-11-06,87929300,-3.725954563719516,52.0,0.0
39913,0x,2017-11-07,89279200,1.53521067493998,52.0,0.0
39912,0x,2017-11-08,100409000,12.466285540193013,52.0,0.0
39911,0x,2017-11-09,109641000,9.194394924757741,51.0,1.0
39910,0x,2017-11-10,115712000,5.537162192975256,49.0,2.0
39909,0x,2017-11-11,98174600,-15.156077157079645,50.0,-1.0
39908,0x,2017-11-12,97417000,-0.7716863628677886,50.0,0.0
39907,0x,2017-11-13,93372900,-4.151328823511297,49.0,1.0
39906,0x,2017-11-14,97026900,3.913341022930636,50.0,-1.0
39905,0x,2017-11-15,99757600,2.8143741580943016,49.0,1.0
39904,0x,2017-11-16,99240000,-0.5188577110916862,50.0,-1.0
39903,0x,2017-11-17,95379000,-3.8905683192261185,50.0,0.0
39902,0x,2017-11-18,92932500,-2.565030038058692,52.0,-2.0
39796,0x,2017-11-19,102452000,10.243456272025394,51.0,1.0
39795,0x,2017-11-20,98949500,-3.418674110803108,53.0,-2.0
39794,0x,2017-11-21,100146000,1.2092026740913295,53.0,0.0
39793,0x,2017-11-22,97761000,-2.3815229764543764,53.0,0.0
39792,0x,2017-11-23,114444000,17.06508730475343,53.0,0.0
39791,0x,2017-11-24,107918000,-5.702352242144629,53.0,0.0
39790,0x,2017-11-25,117106000,8.513871643284716,50.0,3.0
39789,0x,2017-11-26,114683000,-2.069065632845456,54.0,-4.0
39788,0x,2017-11-27,112955000,-1.5067621181866537,54.0,0.0
39787,0x,2017-11-28,116697000,3.312823690850339,55.0,-1.0
39786,0x,2017-11-29,113178000,-3.015501683847914,57.0,-2.0
39686,0x,2017-11-30,96575700,-14.66919365954514,58.0,-1.0
39685,0x,2017-12-01,94472400,-2.1778770436041364,58.0,0.0
39684,0x,2017-12-02,101192000,7.112765209733213,58.0,0.0
39683,0x,2017-12-03,107385000,6.120049015732469,58.0,0.0
39682,0x,2017-12-04,106072000,-1.2227033570796666,60.0,-2.0
39681,0x,2017-12-05,112495000,6.055320914096086,62.0,-2.0
39680,0x,2017-12-06,109195000,-2.9334637094982,61.0,1.0
39679,0x,2017-12-07,128826000,17.977929392371443,59.0,2.0
39678,0x,2017-12-08,131830000,2.331827426140686,57.0,2.0
39597,0x,2017-12-09,133352000,1.1545171812182355,58.0,-1.0
39596,0x,2017-12-10,121898000,-8.58929749835023,61.0,-3.0
39595,0x,2017-12-11,113655000,-6.762211028893009,62.0,-1.0
39594,0x,2017-12-12,118299000,4.0860498878183975,63.0,-1.0
39593,0x,2017-12-13,133397000,12.762576184075943,62.0,1.0
39592,0x,2017-12-14,170325000,27.682781471847196,60.0,2.0
39591,0x,2017-12-15,190238000,11.691178629091443,58.0,2.0
39590,0x,2017-12-16,179832000,-5.469990222773578,60.0,-2.0
39589,0x,2017-12-17,192159000,6.854731082343521,60.0,0.0
39588,0x,2017-12-18,232945000,21.225131271499123,59.0,1.0
39587,0x,2017-12-19,255726000,9.779561699113524,62.0,-3.0
39586,0x,2017-12-20,281463000,10.064287557776682,59.0,3.0
39511,0x,2017-12-21,287570000,2.169734565466864,58.0,1.0
39510,0x,2017-12-22,292093000,1.5728344403101853,59.0,-1.0
39509,0x,2017-12-23,251012000,-14.064356215314985,57.0,2.0
39508,0x,2017-12-24,325550000,29.6949946616098,52.0,5.0
39507,0x,2017-12-25,317362000,-2.515128244509292,55.0,-3.0
39506,0x,2017-12-26,327270000,3.1219868793365304,56.0,-1.0
39505,0x,2017-12-27,306131000,-6.459192715494852,58.0,-2.0
39504,0x,2017-12-28,314987000,2.8928791922412302,59.0,-1.0
39503,0x,2017-12-29,311840000,-0.9990888512859261,56.0,3.0
39502,0x,2017-12-30,323995000,3.897832221652129,56.0,0.0
39501,0x,2017-12-31,325043000,0.32346178181762064,53.0,3.0
39500,0x,2018-01-01,429676000,32.190510178653284,49.0,4.0
39499,0x,2018-01-02,417286000,-2.883568083858535,51.0,-2.0
39368,0x,2018-01-03,428603000,2.712048810647853,57.0,-6.0
39367,0x,2018-01-04,466294000,8.7939188479782,58.0,-1.0
39366,0x,2018-01-05,496998000,6.584686914264391,55.0,3.0
39365,0x,2018-01-06,533813000,7.407474476758457,54.0,1.0
39364,0x,2018-01-07,664841000,24.545674234235584,52.0,2.0
39363,0x,2018-01-08,659729000,-0.7689056481173694,55.0,-3.0
39362,0x,2018-01-09,915570000,38.77971106317897,42.0,13.0
39361,0x,2018-01-10,1062050000,15.998776718328472,41.0,1.0
39360,0x,2018-01-11,1054470000,-0.7137140435949344,41.0,0.0
39359,0x,2018-01-12,909001000,-13.7954612269671,39.0,2.0
39235,0x,2018-01-13,1095090000,20.471814662470116,40.0,-1.0
39234,0x,2018-01-14,1167210000,6.585760074514424,39.0,1.0
39233,0x,2018-01-15,976255000,-16.359952365041426,39.0,0.0
39232,0x,2018-01-16,859392000,-11.970540483787536,39.0,0.0
39231,0x,2018-01-17,777744000,-9.500670241286862,37.0,2.0
39230,0x,2018-01-18,760731000,-2.187480713448127,38.0,-1.0
39229,0x,2018-01-19,813299000,6.910195588190832,39.0,-1.0
39228,0x,2018-01-20,911823000,12.114117932027458,36.0,3.0
39123,0x,2018-01-21,1017560000,11.596219880393454,38.0,-2.0
39122,0x,2018-01-22,863083000,-15.181119540862456,38.0,0.0
39121,0x,2018-01-23,835498000,-3.1961004909145467,37.0,1.0
39120,0x,2018-01-24,795013000,-4.845613035578781,38.0,-1.0
39119,0x,2018-01-25,840475000,5.718397057658177,40.0,-2.0
39118,0x,2018-01-26,814458000,-3.0955114667301227,40.0,0.0
39117,0x,2018-01-27,1008110000,23.776793892379963,33.0,7.0
39116,0x,2018-01-28,1050130000,4.168195930999594,33.0,0.0
39115,0x,2018-01-29,991505000,-5.582642149067258,36.0,-3.0
39114,0x,2018-01-30,935070000,-5.6918522851624545,36.0,0.0
39113,0x,2018-01-31,802529000,-14.174446832857432,36.0,0.0
39112,0x,2018-02-01,936047000,16.637155791254894,33.0,3.0
39111,0x,2018-02-02,807909000,-13.68926987640578,33.0,0.0
39110,0x,2018-02-03,655192000,-18.90274771044759,36.0,-3.0
38970,0x,2018-02-04,703996000,7.448808898765552,36.0,0.0
38969,0x,2018-02-05,579817000,-17.63916272251547,39.0,-3.0
38968,0x,2018-02-06,415693000,-28.306172464760433,42.0,-3.0
38967,0x,2018-02-07,513163000,23.44759233376554,40.0,2.0
38966,0x,2018-02-08,501142000,-2.3425305409782076,40.0,0.0
38965,0x,2018-02-09,545842000,8.919627570628684,41.0,-1.0
38964,0x,2018-02-10,576535000,5.6230557560612775,40.0,1.0
38963,0x,2018-02-11,555363000,-3.6722835560720513,40.0,0.0
38962,0x,2018-02-12,501382000,-9.719948934300628,41.0,-1.0
38961,0x,2018-02-13,522803000,4.272391110969281,46.0,-5.0
38855,0x,2018-02-14,490742000,-6.132520280105508,46.0,0.0
38854,0x,2018-02-15,547035000,11.470996980083221,44.0,2.0
38853,0x,2018-02-16,702523000,28.42377544398439,37.0,7.0
38852,0x,2018-02-17,651813000,-7.218269010409624,39.0,-2.0
38851,0x,2018-02-18,655234000,0.5248437818822269,40.0,-1.0
38850,0x,2018-02-19,589186000,-10.080063000393752,42.0,-2.0
38849,0x,2018-02-20,600381000,1.9000790921712327,41.0,1.0
38848,0x,2018-02-21,515587000,-14.123364996560516,45.0,-4.0
38847,0x,2018-02-22,483473000,-6.22862872803232,44.0,1.0
38846,0x,2018-02-23,461933000,-4.4552643063831905,44.0,0.0
38845,0x,2018-02-24,504189000,9.147646953129566,42.0,2.0
38844,0x,2018-02-25,471352000,-6.512835464478599,43.0,-1.0
38754,0x,2018-02-26,501882000,6.477112646175258,41.0,2.0
38753,0x,2018-02-27,532384000,6.077524198915283,40.0,1.0
38752,0x,2018-02-28,510407000,-4.128035403017371,43.0,-3.0
38751,0x,2018-03-01,471873000,-7.549661348688399,42.0,1.0
38750,0x,2018-03-02,496231000,5.161982143500476,42.0,0.0
38749,0x,2018-03-03,482397000,-2.7878145460481107,43.0,-1.0
38674,0x,2018-03-04,472507000,-2.0501785873461067,44.0,-1.0
38673,0x,2018-03-05,475288000,0.588562709123886,42.0,2.0
38672,0x,2018-03-06,458344000,-3.5649963811415395,43.0,-1.0
38671,0x,2018-03-07,404789000,-11.68445534358473,44.0,-1.0
38670,0x,2018-03-08,362723000,-10.39208081247267,45.0,-1.0
38669,0x,2018-03-09,329854000,-9.061735814933158,46.0,-1.0
38668,0x,2018-03-10,333757000,1.1832507715534752,46.0,0.0
38595,0x,2018-03-11,326314000,-2.2300655866393813,45.0,1.0
38594,0x,2018-03-12,353102000,8.209270825033558,46.0,-1.0
38593,0x,2018-03-13,323983000,-8.246625620925398,47.0,-1.0
38592,0x,2018-03-14,307650000,-5.041313896099487,48.0,-1.0
38591,0x,2018-03-15,268026000,-12.879570941004387,49.0,-1.0
38590,0x,2018-03-16,251138000,-6.300881257788424,50.0,-1.0
38589,0x,2018-03-17,260896000,3.885513144167749,49.0,1.0
38588,0x,2018-03-18,230038000,-11.827701459585429,50.0,-1.0
38587,0x,2018-03-19,229324000,-0.31038350185621505,50.0,0.0
38586,0x,2018-03-20,243115000,6.013762187996023,52.0,-2.0
38485,0x,2018-03-21,278900000,14.719371490858235,50.0,2.0
38484,0x,2018-03-22,302665000,8.520975259949804,47.0,3.0
38483,0x,2018-03-23,300585000,-0.6872284539011779,48.0,-1.0
38482,0x,2018-03-24,291103000,-3.1545153617113297,49.0,-1.0
38481,0x,2018-03-25,308086000,5.83401751270169,48.0,1.0
38480,0x,2018-03-26,309319000,0.400212927559188,49.0,-1.0
38479,0x,2018-03-27,339926000,9.894962805388612,43.0,6.0
38478,0x,2018-03-28,331380000,-2.51407659314086,43.0,0.0
38477,0x,2018-03-29,331201000,-0.05401653690627075,42.0,1.0
38397,0x,2018-03-30,278239000,-15.990893747301488,45.0,-3.0
38396,0x,2018-03-31,267428000,-3.8855085016838045,45.0,0.0
38395,0x,2018-04-01,285455000,6.740879788204676,45.0,0.0
38394,0x,2018-04-02,263740000,-7.607153491793802,45.0,0.0
38393,0x,2018-04-03,277577000,5.246454841889739,46.0,-1.0
38392,0x,2018-04-04,310438000,11.838516880000864,43.0,3.0
38391,0x,2018-04-05,272137000,-12.337729272833867,46.0,-3.0
38328,0x,2018-04-06,284763000,4.639574919985154,46.0,0.0
38327,0x,2018-04-07,271070000,-4.808560100855799,44.0,2.0
38326,0x,2018-04-08,280927000,3.6363300992363596,46.0,-2.0
38325,0x,2018-04-09,298331000,6.195203736201931,44.0,2.0
38324,0x,2018-04-10,281926000,-5.498925689921597,45.0,-1.0
38228,0x,2018-04-11,292992000,3.925143477366401,45.0,0.0
38227,0x,2018-04-12,312223000,6.5636604412407165,45.0,0.0
38226,0x,2018-04-13,362475000,16.094906525143887,47.0,-2.0
38225,0x,2018-04-14,357041000,-1.49913787157735,48.0,-1.0
38224,0x,2018-04-15,385700000,8.02680924599696,47.0,1.0
38223,0x,2018-04-16,416309000,7.935960591133005,47.0,0.0
38222,0x,2018-04-17,391668000,-5.918920801616108,47.0,0.0
38221,0x,2018-04-18,436473000,11.439535524985448,42.0,5.0
38220,0x,2018-04-19,483494000,10.772945863776224,39.0,3.0
38219,0x,2018-04-20,477524000,-1.234761961885773,44.0,-5.0
38101,0x,2018-04-21,518006000,8.477479665943493,44.0,0.0
38100,0x,2018-04-22,484530000,-6.462473407643928,45.0,-1.0
38099,0x,2018-04-23,517620000,6.829298495449199,45.0,0.0
38098,0x,2018-04-24,526690000,1.752250685831305,44.0,1.0
38097,0x,2018-04-25,610872000,15.983215933471302,40.0,4.0
38096,0x,2018-04-26,530780000,-13.111093649733496,43.0,-3.0
38095,0x,2018-04-27,600740000,13.180602132710352,42.0,1.0
38094,0x,2018-04-28,558568000,-7.020008655990945,44.0,-2.0
38093,0x,2018-04-29,633352000,13.388522077884875,42.0,2.0
38092,0x,2018-04-30,678160000,7.074738849802322,41.0,1.0
38091,0x,2018-05-01,621802000,-8.310428217529786,43.0,-2.0
37976,0x,2018-05-02,629898000,1.3020221871270918,43.0,0.0
37975,0x,2018-05-03,690805000,9.669343290501002,41.0,2.0
37974,0x,2018-05-04,770614000,11.553043188743567,40.0,1.0
37973,0x,2018-05-05,914440000,18.66381872117558,35.0,5.0
37972,0x,2018-05-06,860536000,-5.894755260049866,37.0,-2.0
37971,0x,2018-05-07,848274000,-1.4249258601615737,35.0,2.0
37970,0x,2018-05-08,899652000,6.056769392908423,32.0,3.0
37969,0x,2018-05-09,915472000,1.7584577147608187,30.0,2.0
37968,0x,2018-05-10,910746000,-0.5162364332278868,31.0,-1.0
37967,0x,2018-05-11,985794000,8.240277750327753,29.0,2.0
37886,0x,2018-05-12,884544000,-10.270908526527855,28.0,1.0
37885,0x,2018-05-13,871011000,-1.529940850879097,29.0,-1.0
37884,0x,2018-05-14,921410000,5.786264467383305,30.0,-1.0
37883,0x,2018-05-15,820324000,-10.97079476020447,31.0,-1.0
37882,0x,2018-05-16,784396000,-4.379732886030398,31.0,0.0
37881,0x,2018-05-17,725236000,-7.542108832783441,32.0,-1.0
37880,0x,2018-05-18,660922000,-8.868009861617459,33.0,-1.0
37879,0x,2018-05-19,690594000,4.489485900000303,33.0,0.0
37878,0x,2018-05-20,774617000,12.16677237276895,31.0,2.0
37877,0x,2018-05-21,771929000,-0.3470101998794243,32.0,-1.0
37876,0x,2018-05-22,707591000,-8.334704357525109,34.0,-2.0
37875,0x,2018-05-23,610766000,-13.683752337155223,35.0,-1.0
37757,0x,2018-05-24,714895000,17.048918898563443,30.0,5.0
37756,0x,2018-05-25,724803000,1.3859377950608132,31.0,-1.0
37755,0x,2018-05-26,676180000,-6.708443535691767,31.0,0.0
37754,0x,2018-05-27,642788000,-4.938330030465261,31.0,0.0
37753,0x,2018-05-28,627088000,-2.442484925045272,32.0,-1.0
37752,0x,2018-05-29,550537000,-12.207377592937513,32.0,0.0
37751,0x,2018-05-30,666040000,20.980061285617495,30.0,2.0
37750,0x,2018-05-31,653016000,-1.9554381118251154,29.0,1.0
37749,0x,2018-06-01,682448000,4.507087115782768,29.0,0.0
37748,0x,2018-06-02,664994000,-2.557557498886362,30.0,-1.0
37747,0x,2018-06-03,681804000,2.5278423564723895,30.0,0.0
37746,0x,2018-06-04,716685000,5.11598641251738,29.0,1.0
37630,0x,2018-06-05,662627000,-7.542783789251903,30.0,-1.0
37629,0x,2018-06-06,674151000,1.7391383085808458,30.0,0.0
37628,0x,2018-06-07,709555000,5.251642436190112,30.0,0.0
37627,0x,2018-06-08,685996000,-3.3202500158550077,30.0,0.0
37626,0x,2018-06-09,677562000,-1.2294532329634575,30.0,0.0
37625,0x,2018-06-10,654732000,-3.3694333507487135,30.0,0.0
37624,0x,2018-06-11,559631000,-14.525179768210506,30.0,0.0
37623,0x,2018-06-12,567030000,1.322121183422648,30.0,0.0
37622,0x,2018-06-13,482209000,-14.958820520960089,31.0,-1.0
37621,0x,2018-06-14,436546000,-9.469545363110186,31.0,0.0
37620,0x,2018-06-15,504336000,15.5287186230088,31.0,0.0
37619,0x,2018-06-16,466618000,-7.478744329177374,31.0,0.0
37517,0x,2018-06-17,466111000,-0.10865418822248606,31.0,0.0
37516,0x,2018-06-18,448610000,-3.7546850428331444,31.0,0.0
37515,0x,2018-06-19,461851000,2.9515614899355787,31.0,0.0
37514,0x,2018-06-20,466721000,1.0544526264964242,31.0,0.0
37513,0x,2018-06-21,466355000,-0.07841944116506436,31.0,0.0
37512,0x,2018-06-22,451364000,-3.214503972295783,31.0,0.0
37511,0x,2018-06-23,393085000,-12.911751934137413,32.0,-1.0
37510,0x,2018-06-24,385131000,-2.0234809265171654,32.0,0.0
37509,0x,2018-06-25,361753000,-6.0701423671426085,32.0,0.0
37450,0x,2018-06-26,377119000,4.247649639394836,31.0,1.0
37449,0x,2018-06-27,330338000,-12.404837730265513,36.0,-5.0
37448,0x,2018-06-28,342188000,3.5872348927462174,33.0,3.0
37447,0x,2018-06-29,323052000,-5.592247536441955,34.0,-1.0
37446,0x,2018-06-30,351506000,8.807869940443025,34.0,0.0
37344,0x,2018-07-01,421499000,19.912320131093068,30.0,4.0
37343,0x,2018-07-02,423247000,0.41471035518470983,31.0,-1.0
37342,0x,2018-07-03,506007000,19.553594000666276,27.0,4.0
37341,0x,2018-07-04,473463000,-6.4315315796026535,31.0,-4.0
37340,0x,2018-07-05,507431000,7.174372654251758,30.0,1.0
37339,0x,2018-07-06,534716000,5.377085751560311,28.0,2.0
37338,0x,2018-07-07,540411000,1.0650513543638118,28.0,0.0
37337,0x,2018-07-08,530448000,-1.8435968179774282,28.0,0.0
37336,0x,2018-07-09,516633000,-2.6044023165324406,30.0,-2.0
37335,0x,2018-07-10,486677000,-5.798313309447907,29.0,1.0
37334,0x,2018-07-11,436869000,-10.234303244246183,30.0,-1.0
37333,0x,2018-07-12,447470000,2.426585543950246,30.0,0.0
37332,0x,2018-07-13,417458000,-6.7070418128589635,30.0,0.0
37331,0x,2018-07-14,516037000,23.614112078340817,26.0,4.0
37210,0x,2018-07-15,532065000,3.105978834850989,24.0,2.0
4592,Aeternity,2017-09-09,101059000,,44.0,
4591,Aeternity,2017-09-10,101347000,0.2849820401943419,44.0,0.0
4590,Aeternity,2017-09-11,89547600,-11.642574521199442,48.0,-4.0
4589,Aeternity,2017-09-12,84851900,-5.243803295677383,49.0,-1.0
4588,Aeternity,2017-09-13,103432000,21.89709364198091,44.0,5.0
4587,Aeternity,2017-09-14,86771800,-16.107394230025523,45.0,-1.0
4586,Aeternity,2017-09-15,69967800,-19.365738638589956,44.0,1.0
4585,Aeternity,2017-09-16,80774600,15.445390593958935,45.0,-1.0
4584,Aeternity,2017-09-17,83651100,3.561144221079399,44.0,1.0
4527,Aeternity,2017-09-18,80023400,-4.336703283041107,45.0,-1.0
4526,Aeternity,2017-09-19,92914700,16.109412996698467,45.0,0.0
4525,Aeternity,2017-09-20,89189800,-4.008945839571133,45.0,0.0
4524,Aeternity,2017-09-21,87887800,-1.4598081843439497,43.0,2.0
4523,Aeternity,2017-09-22,74535400,-15.192552322392869,47.0,-4.0
4522,Aeternity,2017-09-23,78302400,5.053974353126166,45.0,2.0
4521,Aeternity,2017-09-24,79287700,1.2583266924130039,47.0,-2.0
4520,Aeternity,2017-09-25,72720100,-8.283252005039873,52.0,-5.0
4519,Aeternity,2017-09-26,85787900,17.96999729098282,47.0,5.0
4518,Aeternity,2017-09-27,81180200,-5.371037174240191,51.0,-4.0
4517,Aeternity,2017-09-28,85795300,5.685006935188629,53.0,-2.0
4516,Aeternity,2017-09-29,85310500,-0.5650659185293367,53.0,0.0
4515,Aeternity,2017-09-30,84426000,-1.0368008627308478,52.0,1.0
4514,Aeternity,2017-10-01,80186400,-5.021675787079809,53.0,-1.0
4450,Aeternity,2017-10-02,82058800,2.335059311803498,52.0,1.0
4449,Aeternity,2017-10-03,84336200,2.775326960667229,55.0,-3.0
4448,Aeternity,2017-10-04,85325900,1.1735174219374362,55.0,0.0
4447,Aeternity,2017-10-05,82349200,-3.488624204374053,55.0,0.0
4446,Aeternity,2017-10-06,85591000,3.9366502649691797,53.0,2.0
4445,Aeternity,2017-10-07,91244200,6.604900047902233,52.0,1.0
4444,Aeternity,2017-10-08,91661100,0.45690575400956995,51.0,1.0
4443,Aeternity,2017-10-09,90214600,-1.578095833456068,50.0,1.0
4442,Aeternity,2017-10-10,78974100,-12.459734898785785,53.0,-3.0
4441,Aeternity,2017-10-11,79964200,1.2537021631142362,52.0,1.0
4332,Aeternity,2017-10-12,80976200,1.2655663409375695,51.0,1.0
4331,Aeternity,2017-10-13,78744000,-2.756612436740672,53.0,-2.0
4330,Aeternity,2017-10-14,73057000,-7.222137559687088,54.0,-1.0
4329,Aeternity,2017-10-15,72172500,-1.210698495695142,54.0,0.0
4328,Aeternity,2017-10-16,73205600,1.4314316394748692,55.0,-1.0
4327,Aeternity,2017-10-17,83200000,13.6525074584458,54.0,1.0
4326,Aeternity,2017-10-18,89655100,7.758533653846154,53.0,1.0
4325,Aeternity,2017-10-19,76261500,-14.93902745075294,55.0,-2.0
4324,Aeternity,2017-10-20,75604100,-0.8620339227526341,54.0,1.0
4323,Aeternity,2017-10-21,71541500,-5.37351810285421,55.0,-1.0
4322,Aeternity,2017-10-22,69430000,-2.9514337831887785,55.0,0.0
4214,Aeternity,2017-10-23,67805700,-2.3394786115512027,56.0,-1.0
4213,Aeternity,2017-10-24,61616200,-9.128288624702643,58.0,-2.0
4212,Aeternity,2017-10-25,54987700,-10.75772280666448,59.0,-1.0
4211,Aeternity,2017-10-26,57729100,4.985478570662166,59.0,0.0
4210,Aeternity,2017-10-27,54489500,-5.611727880739523,59.0,0.0
4209,Aeternity,2017-10-28,51603900,-5.295699171399995,59.0,0.0
4208,Aeternity,2017-10-29,57082300,10.616251872435999,57.0,2.0
4207,Aeternity,2017-10-30,62705500,9.851039639257705,57.0,0.0
4206,Aeternity,2017-10-31,58530200,-6.658586567366499,59.0,-2.0
4205,Aeternity,2017-11-01,55351500,-5.430871584241981,59.0,0.0
4131,Aeternity,2017-11-02,52018900,-6.020794377749474,57.0,2.0
4130,Aeternity,2017-11-03,51463800,-1.0671121457777846,58.0,-1.0
4129,Aeternity,2017-11-04,64140900,24.633043032189615,54.0,4.0
4128,Aeternity,2017-11-05,75970100,18.442522633764103,54.0,0.0
4127,Aeternity,2017-11-06,83464600,9.865065334914657,53.0,1.0
4126,Aeternity,2017-11-07,86986500,4.219633233730228,53.0,0.0
4125,Aeternity,2017-11-08,86122500,-0.993257574451208,53.0,0.0
4124,Aeternity,2017-11-09,96335400,11.858573543499086,53.0,0.0
4123,Aeternity,2017-11-10,114617000,18.977032326642128,50.0,3.0
4122,Aeternity,2017-11-11,92538300,-19.263023809731543,52.0,-2.0
4121,Aeternity,2017-11-12,94640500,2.271708038725587,51.0,1.0
4003,Aeternity,2017-11-13,87906900,-7.114924371701332,51.0,0.0
4002,Aeternity,2017-11-14,91612400,4.215255002735849,51.0,0.0
4001,Aeternity,2017-11-15,90892100,-0.7862472765695473,52.0,-1.0
4000,Aeternity,2017-11-16,93662200,3.0476796113193556,53.0,-1.0
